sentiment_score,cluster,death,damage,rescue,collapse
-0.0022727272727272735,1,0,0,0,0
0.21145833333333333,1,0,0,0,0
0.0,3,0,0,0,0
0.13958333333333334,1,0,0,0,0
0.24909090909090909,3,0,0,0,0
-0.02,1,0,0,0,0
0.0,1,0,0,0,0
0.375,1,0,0,0,0
0.24305555555555555,1,0,0,0,0
0.16666666666666666,1,0,0,0,0
0.0,1,0,0,0,0
0.0,1,0,0,0,0
0.3,3,0,0,0,0
0.0,1,0,0,1,0
-0.15833333333333333,0,0,0,1,0
0.18,1,0,0,0,0
-0.35,1,0,0,0,0
-0.025,1,0,0,0,0
-0.19999999999999998,1,0,0,0,0
-0.09444444444444444,1,0,0,0,0
-0.15,1,0,0,0,0
0.125,1,0,0,0,0
0.2787878787878788,3,0,0,0,0
0.26249999999999996,0,0,0,0,0
0.07500000000000001,1,0,0,0,0
0.09999999999999999,1,0,0,0,0
-0.2,1,0,1,0,0
